student_id,answer_id,subject_id,subject_name,Topic,Subtopic,q_text,q_image,q_text1,model solution,student answer,maximum_mark,mark_awarded,Mistake?,mistake category,topical skill level
191956,108490366,3,Science,Matter,Recognise the properties of a gas,"Two identical syringes were fitted to a container with a capacity
of 150 cm${^{3}}$ as shown in the diagram below.<br>",images/qi/Default Folder/1450a_qsn_img_0_1612427143.png,"Two identical syringes were fitted to a container with a capacity
of 150 cm${^{3}}$ as shown in the diagram below.<br>",B,C,2,0,y,Gas properties,8
191956,111533228,3,Science,Matter,Identify states of objects based on melting/ boiling point*,"If the temperature inside the freezer is 1 ºC, which tube(s) will
contain only solids at this temperature?",,"If the temperature inside the freezer is 1 ºC, which tube(s) will
contain only solids at this temperature?",<b>A</b> and <b>B</b>,A and B,1,1,n,,8
191956,108489689,3,Science,Matter,Recognise how to measure mass & volume of matter,"A measuring cylinder contains some water. The following diagram
shows what happens to the level of water when the different objects
are dropped into the same cylinder of water.<br>",images/qi/Default Folder/7235a_qsn_img_0_1570172200.png,"A measuring cylinder contains some water. The following diagram
shows what happens to the level of water when the different objects
are dropped into the same cylinder of water.<br>",C,C,2,2,n,,8
191956,124654388,3,Science,Heat & Effects of Heat,Examples of good conductor of heat & poor conductor of heat*,"Mrs Tan wants to buy a frying pan which is able to conduct heat
quickly. She also wants to buy one which she can hold without
burning her hand.<br>",images/qi/Default Folder/17340a_qsn_img_0_1574616495.png,"Mrs Tan wants to buy a frying pan which is able to conduct heat
quickly. She also wants to buy one which she can hold without
burning her hand.<br>",A,A,2,2,n,,8
191956,108488695,3,Science,Heat & Effects of Heat,Recognise how heat flows from one region to another,Study the set-up below.<br>,images/qi/Default Folder/17359a_qsn_img_0_1612319711.png,Study the set-up below.<br>,D,C,2,0,y,Heat flow direction,8
191956,124654400,3,Science,Heat & Effects of Heat,Recognise heat gain by an object will result in expansion,"Joseph works at the Mass Rapid Transit (MRT) station. At the
station, he checks the gaps along the train track as shown
below.<br>",images/qi/Default Folder/17341a_qsn_img_0_1570193641.png,"Joseph works at the Mass Rapid Transit (MRT) station. At the
station, he checks the gaps along the train track as shown
below.<br>",C,C,2,2,n,,8
191956,124654622,3,Science,Heat & Effects of Heat,Contraction due to heat loss*,"An empty flask fixed with a glass tube is wrapped with a piece of
warm cloth. It is inverted with its glass tube placed in the tap
water as shown below. 5 minutes later, a piece of cold cloth
replaced the warm cloth.<br>",images/qi/Default Folder/17403a_qsn_img_0_1611738740.png,"An empty flask fixed with a glass tube is wrapped with a piece of
warm cloth. It is inverted with its glass tube placed in the tap
water as shown below. 5 minutes later, a piece of cold cloth
replaced the warm cloth.<br>",C,D,2,0,y,Concept gap,8
191956,124654344,3,Science,Heat & Effects of Heat,Recognise temperature is a measurement of degree of hotness,"What is the temperature of the laboratory thermometer shown in the
picture below?<br>",images/qi/Default Folder/17357a_qsn_img_0_1612279756.png,"What is the temperature of the laboratory thermometer shown in the
picture below?<br>",B,B,2,2,n,,8
191956,124656342,3,Science,Heat & Effects of Heat,Understand a graph of temperature against time*,"Which cup of coffee took the shortest time to cool to room
temperature?",,"Which cup of coffee took the shortest time to cool to room
temperature?",The cup made from material <b>D</b>.,Cup D,1,1,n,,8
191956,108489274,3,Science,Heat & Effects of Heat,Understand air is poor conductor of heat affect heat gain*,"Some houses in other countries are designed to withstand low
temperatures during long winters. One such characteristic is shown
below.<br>",images/qi/Default Folder/17343a_qsn_img_0_1574616550.png,"Some houses in other countries are designed to withstand low
temperatures during long winters. One such characteristic is shown
below.<br>",B,C,2,0,y,Heat conductors,8
191956,108490473,3,Science,Heat & Effects of Heat,Identify conductors of heat based on rate of heat gain/loss,"Sarah wrapped two identical pieces of paper tightly around two
rods, X and Y, separately as shown in the diagram below.<br>",images/qi/Default Folder/17353a_qsn_img_0_1612274251.png,"Sarah wrapped two identical pieces of paper tightly around two
rods, X and Y, separately as shown in the diagram below.<br>",B,A,2,0,y,Heat conductors,8
191956,108489531,3,Science,Heat & Effects of Heat,Recognise heat loss by an object will result in contraction,"The bimetallic strip shown below is made up of two different types
of metal, A and B.$\;$When it was heated, it curved in the way as
shown in the diagram.<br>",images/qi/Default Folder/17377a_qsn_img_0_1570196611.png,"The bimetallic strip shown below is made up of two different types
of metal, A and B.$\;$When it was heated, it curved in the way as
shown in the diagram.<br>",C,C,2,2,n,,8
191956,108489404,3,Science,Heat & Effects of Heat,Recognise examples & uses of good/poor conductors of heat ,A piece of aluminium foil and a cotton towel of the same size were placed on a table. One hand was placed on the aluminium foil and the other on the cotton towel.<br>,images/qi/Default Folder/17348a_qsn_img_0_1612276301.png,A piece of aluminium foil and a cotton towel of the same size were placed on a table. One hand was placed on the aluminium foil and the other on the cotton towel.<br>,C,C,2,2,n,,8
191956,117783369,3,Science,Electricity,Recognise the different components in an electric circuit,<html><head></head><body><p>The following students made several statements about an electric circuit.&nbsp;</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/0da2R3ucMBGBKQCE.svg,<html><head></head><body><p>The following students made several statements about an electric circuit.&nbsp;</p></body></html>,D,D,2,2,n,,10
191956,117783479,3,Science,Electricity,Recognise closed and open electric circuits,"<html><head></head><body><p>Bulbs W, X and Y lit up when they were connected in a circuit as shown below.&nbsp;</p></body></html>",https://attachment.srv.geniebook.com/api/v2/public/files/GycZ1pmg1f0XOR1l.svg,"<html><head></head><body><p>Bulbs W, X and Y lit up when they were connected in a circuit as shown below.&nbsp;</p></body></html>",A,C,2,0,y,Concept gap,10
191956,118430367,3,Science,Electricity,Recognise the effect of the number & arrangement of bulbs ,<html><head></head><body><p>Bulbs P and Q are connected to a circuit as shown in diagram 1. The bulbs and batteries used are identical. Both bulbs light up with equal brightness.&nbsp;<br><br>Bulb R is then connected to the circuit as shown in diagram 2.&nbsp;</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/bjCOjriJwiXe3Q0T.svg,<html><head></head><body><p>Bulbs P and Q are connected to a circuit as shown in diagram 1. The bulbs and batteries used are identical. Both bulbs light up with equal brightness.&nbsp;<br><br>Bulb R is then connected to the circuit as shown in diagram 2.&nbsp;</p></body></html>,B,D,2,0,y,Concept gap,10
191956,117784705,3,Science,Electricity,Identify the wire connections using a circuit tester,<html><head></head><body><p>A circuit tester is connected to two points on a circuit card each time.&nbsp;<br><br>The results are shown in the table below.&nbsp;</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/K7ohT534eFmhhNwq.svg,<html><head></head><body><p>A circuit tester is connected to two points on a circuit card each time.&nbsp;<br><br>The results are shown in the table below.&nbsp;</p></body></html>,<html><head></head><body><p><i>Award 1 mark for all lines drawn correctly.&nbsp;</i></p></body></html>,,1,1,n,,10
191956,118947527,3,Science,Electricity,Recognise electrical conductors and insulators in a circuit,"<html><head></head><body><p>A circuit is set up as shown below with a box connected to it. When the switch is closed, the bulb lights up.</p></body></html>",https://attachment.srv.geniebook.com/api/v2/public/files/tYEPOD6FbMVwC2HZ.svg,"<html><head></head><body><p>A circuit is set up as shown below with a box connected to it. When the switch is closed, the bulb lights up.</p></body></html>",D,D,2,2,n,,10
191956,118430257,3,Science,Electricity,Determine the suitability of using series / parallel circuit,<html><head></head><body><p>State one disadvantage of using the electric circuit in Eric’s house.&nbsp;</p></body></html>,,<html><head></head><body><p>State one disadvantage of using the electric circuit in Eric’s house.&nbsp;</p></body></html>,"<html><head></head><body><p>When one bulb&nbsp;<strong>fuses</strong>, all the other bulbs in the circuit will&nbsp;<strong>not light up</strong>. [1]</p><p>OR</p><p>Adding&nbsp;<strong>new light bulbs</strong> to the electric circuit will cause the bulbs to&nbsp;<strong>become dimmer</strong>. [1]</p></body></html>",It will run out of electricity more frequently in Eric&#8217;s house.,1,0,y,Series vs parallel,10
191956,118429391,3,Science,Electricity,Recognise the effect of the number of batteries on a circuit,<html><head></head><body><p>Predict the reading for the brightness of bulb A when the three batteries were connected to the circuit.&nbsp;</p></body></html>,,<html><head></head><body><p>Predict the reading for the brightness of bulb A when the three batteries were connected to the circuit.&nbsp;</p></body></html>,<html><head></head><body><p><strong>600 units</strong> [1]<br><br><i>No marks awarded if the unit is missing.&nbsp;</i></p></body></html>,600 unit,1,1,n,,10
191956,118427934,3,Science,Electricity,Explain the need for conservation of electricity,"Suggest a way to improve the circuit B to save electricity in his
home?",,"Suggest a way to improve the circuit B to save electricity in his
home?",He should add a <b>switch for each of the bulb</b>.,He should not make the bulb very bright.,1,0,y,Concept gap,10
191956,117784415,3,Science,Electricity,Construct a circuit diagram based on information provided,<html><head></head><body><p>The diagram below shows an electrical circuit.</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/DhNdWxiXFOSYpcWt.svg,<html><head></head><body><p>The diagram below shows an electrical circuit.</p></body></html>,"<html><head></head><body><p><i>All circuit symbols are drawn correctly (bulb, battery, switch &amp; wire) [1]</i><br><br><i>All 3 bulbs are drawn in the correct positions. [1]</i><br><br><i>Both batteries are drawn in the correct positions (terminals facing the right direction). [1]&nbsp;</i><br><br><i>A closed switch is drawn in the correct position. [1]</i></p></body></html>",,4,3,y,No response,10
191956,108488762,3,Science,Heat & Effects of Heat,Recognise factors that affect amount of heat an object has,"Susie filled four identical glasses with different amounts of tap
water at different temperatures. Which of the following glasses of
water had the most heat?<br>",images/qi/Default Folder/17395a_qsn_img_0_1394011134.png,"Susie filled four identical glasses with different amounts of tap
water at different temperatures. Which of the following glasses of
water had the most heat?<br>",D,D,2,2,n,,8
191956,125303761,3,Science,Heat & Effects of Heat,Recognise heat gain by matter can result in change of state,What change of state occurs in the ice blocks after 1 hour?,,What change of state occurs in the ice blocks after 1 hour?,The ice block changes from <b>solid state to liquid state</b>.,Solid to liquid,1,1,n,,8
191956,124658328,3,Science,Light & Shadows,Describe how light enables us to see different objects,Which one of the following statements about energy is false?<br><br>(1) Light is a form of energy.<br>(2) Light energy allows us to see.<br>(3) Light energy has shape and occupies space.<br>(4) Light energy can be reflected by an object into our eyes.,,Which one of the following statements about energy is false?<br><br>(1) Light is a form of energy.<br>(2) Light energy allows us to see.<br>(3) Light energy has shape and occupies space.<br>(4) Light energy can be reflected by an object into our eyes.,C,C,2,2,n,,8
191956,108489227,3,Science,Light & Shadows,Recognise property of materials based on transparency ,Four similar torches with equal brightness were shone at four different discs.<br>,images/qi/Default Folder/17105a_qsn_img_0_1404277396.png,Four similar torches with equal brightness were shone at four different discs.<br>,D,D,2,2,n,,8
191956,108489227,3,Science,Light & Shadows,Identify materials which allow some light to pass through*,Four similar torches with equal brightness were shone at four different discs.<br>,images/qi/Default Folder/17105a_qsn_img_0_1404277396.png,Four similar torches with equal brightness were shone at four different discs.<br>,D,D,2,2,n,,8
191956,108490512,3,Science,Light & Shadows,Identify materials which do not allow light to pass through*,"Samuel put 4 similar empty glass beakers, A, B, C and D, at 4
different locations in a refrigerator. After a certain time, he
took the beakers out of the refrigerator, one at a time. He shone
light through it immediately and observed the shadow cast on the
screen as shown in the diagram below.<br>",images/qi/Default Folder/17089a_qsn_img_0_1392793495.png,"Samuel put 4 similar empty glass beakers, A, B, C and D, at 4
different locations in a refrigerator. After a certain time, he
took the beakers out of the refrigerator, one at a time. He shone
light through it immediately and observed the shadow cast on the
screen as shown in the diagram below.<br>",B,D,2,0,y,Shadow formation,8
191956,108489993,3,Science,Light & Shadows,Recognise size of shadow is affected by different factors,"An electric torch was placed at four different positions, A, B, C
and D to form shadows on the screen.<br>",images/qi/Default Folder/17102a_qsn_img_0_1612768392.png,"An electric torch was placed at four different positions, A, B, C
and D to form shadows on the screen.<br>",B,D,2,0,y,Shadow formation,8
191956,124658299,3,Science,Light & Shadows,Recognise sources & non-sources of light,"Which of the following below is not a source of light?<br>
<br>
(1) Moon<br>
(2) Stars<br>
(3) Fire<br>
(4) Sun",,"Which of the following below is not a source of light?<br>
<br>
(1) Moon<br>
(2) Stars<br>
(3) Fire<br>
(4) Sun",A,A,2,2,n,,8
191956,124658996,3,Science,Light & Shadows,Explain how shadows are formed  ,"Ken walks towards the tree. When he stops, facing the tree, will
his shadow be in front of him or behind him? Explain your answer.",,"Ken walks towards the tree. When he stops, facing the tree, will
his shadow be in front of him or behind him? Explain your answer.","His shadow will be <b>in front of him</b> [1]. The lamp post which is the
<b>light source is behind Ken and Ken is blocking the light, causing a
shadow to be formed in front of him</b> [1].",Behind him. As when he is walking toward the tree&#44; his body is blocking the light from passing through.,2,0,y,Shadow formation,8
191956,108489253,3,Science,Light & Shadows,Light reflection on a mirror*,"The diagram below shows four boys, P, Q, R and S, travelling in the directions shown by the arrows.<br>",images/qi/Default Folder/17113a_qsn_img_0_1404568976.png,"The diagram below shows four boys, P, Q, R and S, travelling in the directions shown by the arrows.<br>",C,C,2,2,n,,8
191956,124658328,3,Science,Light & Shadows,Recognise the properties of light,Which one of the following statements about energy is false?<br><br>(1) Light is a form of energy.<br>(2) Light energy allows us to see.<br>(3) Light energy has shape and occupies space.<br>(4) Light energy can be reflected by an object into our eyes.,,Which one of the following statements about energy is false?<br><br>(1) Light is a form of energy.<br>(2) Light energy allows us to see.<br>(3) Light energy has shape and occupies space.<br>(4) Light energy can be reflected by an object into our eyes.,C,C,2,2,n,,8
191956,108490197,3,Science,Light & Shadows,Relate size & shape of shadow to position of object & light,"David measured the length of the shadow of a pole at 4pm of a
certain day.<br>",images/qi/Default Folder/17109a_qsn_img_0_1403796282.png,"David measured the length of the shadow of a pole at 4pm of a
certain day.<br>",D,B,2,0,y,Shadow formation,8
191956,124658384,3,Science,Light & Shadows,"Determine shadow based on shape, shape  location of object*","Zhikai shone his torch on the mug shown below. He held his torch at
various positions to cast different shadows of the mug.<br>",images/qi/Default Folder/17092a_qsn_img_0_1588129495.png,"Zhikai shone his torch on the mug shown below. He held his torch at
various positions to cast different shadows of the mug.<br>",B,B,2,2,n,,8
191956,109423047,3,Science,Exploring Materials,Compare the physical property (strength) of materials,"<html><head></head><body><p>Ai Ling wanted to test the strength of bags made of four different materials. She placed 1-kg weights, one at a time, into each bag until it tore.</p><p>She recorded the number of weights the bag could hold before they tore in the table below.</p><table class=""ck-table-resized"" style=""width: 100%; border-width: medium; border-collapse: collapse; border-color: black; border-style: solid;"" align=""center""><colgroup><col style=""width:45.55%;""><col style=""width:54.45%;""></colgroup><tbody><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; border-style: solid;""><p style=""text-align:center;""><strong>Material of bag</strong></p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;""><strong>Number of 1-kg weights&nbsp;</strong><br><strong>the bag could hold before it tore</strong></p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">A</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">8</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">B</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">4</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">C</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">2</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">D</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">6</p></td></tr></tbody></table><p>Based on the information given, which material should Ai Ling use as a grocery bag when she goes grocery shopping?</p><p>(1) A</p><p>(2) B</p><p>(3) C</p><p>(4) D</p></body></html>",,"<html><head></head><body><p>Ai Ling wanted to test the strength of bags made of four different materials. She placed 1-kg weights, one at a time, into each bag until it tore.</p><p>She recorded the number of weights the bag could hold before they tore in the table below.</p><table class=""ck-table-resized"" style=""width: 100%; border-width: medium; border-collapse: collapse; border-color: black; border-style: solid;"" align=""center""><colgroup><col style=""width:45.55%;""><col style=""width:54.45%;""></colgroup><tbody><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; border-style: solid;""><p style=""text-align:center;""><strong>Material of bag</strong></p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;""><strong>Number of 1-kg weights&nbsp;</strong><br><strong>the bag could hold before it tore</strong></p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">A</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">8</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">B</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">4</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">C</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">2</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">D</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">6</p></td></tr></tbody></table><p>Based on the information given, which material should Ai Ling use as a grocery bag when she goes grocery shopping?</p><p>(1) A</p><p>(2) B</p><p>(3) C</p><p>(4) D</p></body></html>",A,A,2,2,n,,9
191956,110123543,3,Science,Exploring Materials,Compare the physical property (float or sink) of materials,"Jason is a toymaker and he needs to design a new toy that is
suitable for young children to play with in the sea and on the
beach. Based on the table below, deduce which material is the most
suitable for this toy.<br>
<br>
<table style=""height: 120px; border-width: 1px;"" align=""center""
frame=""border"" rules=""all"">
<tbody>
<tr>
<td align=""center"" style=""width: 150px"">Material</td>
<td align=""center"" style=""width: 150px"">Heavy</td>
<td align=""center"" style=""width: 150px"">Light</td>
<td align=""center"" style=""width: 150px"">Sink in water</td>
<td align=""center"" style=""width: 150px"">Float in water</td>
</tr>
<tr>
<td align=""center"" style=""width: 50px"">Metal</td>
<td align=""center"" style=""width: 100px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
</tr>
<tr>
<td align=""center"" style=""width: 50px"">Cloth</td>
<td align=""center"" style=""width: 50px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
</tr>
<tr>
<td align=""center"" style=""width: 50px"">Glass</td>
<td align=""center"" style=""width: 100px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
</tr>
<tr>
<td align=""center"" style=""width: 50px"">Rubber</td>
<td align=""center"" style=""width: 100px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
</tr>
</tbody>
</table>",,"Jason is a toymaker and he needs to design a new toy that is
suitable for young children to play with in the sea and on the
beach. Based on the table below, deduce which material is the most
suitable for this toy.<br>
<br>
<table style=""height: 120px; border-width: 1px;"" align=""center""
frame=""border"" rules=""all"">
<tbody>
<tr>
<td align=""center"" style=""width: 150px"">Material</td>
<td align=""center"" style=""width: 150px"">Heavy</td>
<td align=""center"" style=""width: 150px"">Light</td>
<td align=""center"" style=""width: 150px"">Sink in water</td>
<td align=""center"" style=""width: 150px"">Float in water</td>
</tr>
<tr>
<td align=""center"" style=""width: 50px"">Metal</td>
<td align=""center"" style=""width: 100px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
</tr>
<tr>
<td align=""center"" style=""width: 50px"">Cloth</td>
<td align=""center"" style=""width: 50px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
</tr>
<tr>
<td align=""center"" style=""width: 50px"">Glass</td>
<td align=""center"" style=""width: 100px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
</tr>
<tr>
<td align=""center"" style=""width: 50px"">Rubber</td>
<td align=""center"" style=""width: 100px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
<td align=""center"" style=""width: 150px""></td>
<td align=""center"" style=""width: 150px"">$\checkmark$</td>
</tr>
</tbody>
</table>",D,B,2,0,y,Float or sink,9
191956,108735981,3,Science,Exploring Materials,Compare the physical property (transparency) of materials,"The flowchart below shows the properties of 4 different materials,
K, L, M and N.",images/qi/Default Folder/16398a_qsn_img_0_1594886103.png,"The flowchart below shows the properties of 4 different materials,
K, L, M and N.",C,B,2,0,y,Transparency,9
191956,109576314,3,Science,Exploring Materials,Compare the physical property (waterproof) of materials,"<html><head></head><body><p>Based on the results of the experiment above, which of the materials, J, K, L and M, is most suitable for making a swimming float? Explain your answer.</p></body></html>",,"<html><head></head><body><p>Based on the results of the experiment above, which of the materials, J, K, L and M, is most suitable for making a swimming float? Explain your answer.</p></body></html>","<html><head></head><body><p>Material K. [0]</p><p>The&nbsp;<strong>mass of material K remained the same</strong>, [1] showing that material&nbsp;<strong>K did not absorb any water and is waterproof</strong>. A&nbsp;<strong>swimming float has to be waterproof</strong> [1] so as it will not absorb water and sink into the water.</p></body></html>","K. As in order for a swimming float to float, it must be light. If it is heavy, it would not be able to float. Thus, K would be the best option.",2,0,y,Waterproofing,9
191956,109423225,3,Science,Exploring Materials,Compare the physical property (flexibility) of materials,<html><head></head><body><p>State the property of material that Wei Ling was testing.&nbsp;</p></body></html>,,<html><head></head><body><p>State the property of material that Wei Ling was testing.&nbsp;</p></body></html>,<html><head></head><body><p>Flexibility</p></body></html>,Flexibility,1,1,n,,9
191956,109577331,3,Science,Exploring Materials,Identify properties of material for making an object/part*,"<html><head></head><body><p>Besides the property identified in (a), state one other properties that the material should have for making a swimming float.</p></body></html>",,"<html><head></head><body><p>Besides the property identified in (a), state one other properties that the material should have for making a swimming float.</p></body></html>",<html><head></head><body><p>light</p></body></html>,it must be waterproof.,1,0,y,Concept gap,9
191956,111444735,3,Science,Exploring Materials,"Sources of materials: ground, animals, plants and man-made*","Based on the chart above, state a difference between rubber and
copper.",,"Based on the chart above, state a difference between rubber and
copper.","Rubber is <b>non-metal</b>, but copper is a <b>metal</b>.",Rubber is not metal while copper is metal.,1,1,n,,9
191956,120002542,3,Science,Life Cycles of Plants and Animals,Recognise different living things based on their life cycles,<html><head></head><body><p>Write a suitable question for X in the flow chart above.&nbsp;</p></body></html>,,<html><head></head><body><p>Write a suitable question for X in the flow chart above.&nbsp;</p></body></html>,<html><head></head><body><p><i>Award 1 mark for any of the following answers:&nbsp;</i></p><ul><li><strong>Does it have a 3 - stage life cycle?&nbsp;</strong></li><li><strong>Does the young look like its adult?</strong></li></ul></body></html>,Is it a mammal?,1,0,y,Concept gap,8
181246,117172850,3,Science,Magnets,Recognise that magnets attract magnetic materials,<html><head></head><body><p>Explain why the springs stretched longer.</p></body></html>,,<html><head></head><body><p>Explain why the springs stretched longer.</p></body></html>,"<html><head></head><body><p><strong>X is a magnetic material</strong> so it is attracted by the magnets,&nbsp;<strong>pulling the springs down.</strong></p></body></html>",As the magnet is attracting the material in the plastic cup.,1,0,y,Magnetic materials,2
181246,118761808,3,Science,Magnets,Recognise the uses of magnets in everyday objects,<html><head></head><body><p>State another use of electromagnet.</p></body></html>,,<html><head></head><body><p>State another use of electromagnet.</p></body></html>,<html><head></head><body><p><strong>MRI machine/Maglev train&nbsp;</strong>[1]&nbsp;</p><p>&nbsp;</p><p><i>Accept any possible &nbsp;answer.</i></p></body></html>,Magnetic locks for doors.,1,0,y,Magnet uses,2
181246,118762094,3,Science,Magnets,Recognise how a temp magnet can be made (electrical method),<html><head></head><body><p>Will the vehicle entry barrier still work if the iron rod is replaced by a copper rod? Explain your answer.</p></body></html>,,<html><head></head><body><p>Will the vehicle entry barrier still work if the iron rod is replaced by a copper rod? Explain your answer.</p></body></html>,"<html><head></head><body><p>No. [0]&nbsp;<strong>Copper is a non-magnet material and cannot be magnetised. [1]</strong> Thus, the steel block will not be attracted to lift the barrier.</p></body></html>",No as copper is not a magnetic material and only magnetic materials can be magnetised.,1,1,n,,2
181246,118272135,3,Science,Magnets,Identify poles of magnets in diagram*,Josephine places three ring magnets through a wooden support. The magnets push each other as shown in the diagram below.,images/qi/Default Folder/2434a_qsn_img_0_1389952275.png,Josephine places three ring magnets through a wooden support. The magnets push each other as shown in the diagram below.,C,C,2,2,n,,2
181246,117376644,3,Science,Magnets,Compare the magnetic strength of magnets,"Pauline dipped the ends of four magnets, P, Q, R and S, into a pile
of staples.",images/qi/Default Folder/2496a_qsn_img_0_1411733669.png,"Pauline dipped the ends of four magnets, P, Q, R and S, into a pile
of staples.",D,D,2,2,n,,2
181246,117377231,3,Science,Magnets,Recognise unlike poles attract and like poles repel,"<html><head></head><body><p style=""text-align:justify;"">When the South pole of a magnet is brought close to the North pole of another magnet, ___________.</p><p>(1) &nbsp; &nbsp; both magnets will not move</p><p>(2) &nbsp; &nbsp; both magnets will move towards each other</p><p>(3) &nbsp; &nbsp; both magnets will move away from each other</p><p>(4) &nbsp; &nbsp; both magnets will move towards then move away from each other</p></body></html>",,"<html><head></head><body><p style=""text-align:justify;"">When the South pole of a magnet is brought close to the North pole of another magnet, ___________.</p><p>(1) &nbsp; &nbsp; both magnets will not move</p><p>(2) &nbsp; &nbsp; both magnets will move towards each other</p><p>(3) &nbsp; &nbsp; both magnets will move away from each other</p><p>(4) &nbsp; &nbsp; both magnets will move towards then move away from each other</p></body></html>",B,B,2,2,n,,2
181246,117901524,3,Science,Magnets,"Differentiate magnets, magnetic and non-magnetic materials",<html><head></head><body><p>Study the following statements and put a tick (✓) in the correct box.&nbsp;</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/DB06v3U4jyk6Q3sM.svg,<html><head></head><body><p>Study the following statements and put a tick (✓) in the correct box.&nbsp;</p></body></html>,,,2,1,y,No response,2
181246,118320149,3,Science,Magnets,Recognise how a temporary magnet can be made (stroke method),<html><head></head><body><p>Eric wanted to magnetise an iron nail using the stroke method as shown below.</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/nMPasEVWti4pryZV.svg,<html><head></head><body><p>Eric wanted to magnetise an iron nail using the stroke method as shown below.</p></body></html>,C,C,2,2,n,,2
